"id"	"item_id"	"reviewer name"	"reviewer twitter"	"rating"	"quality score"	"created at"	"review"
"4809"	"155"	"C. Johnson"	"LadyJay91"	"5"	"0"	"2010-01-27 15:59:21 UTC"	"Love this Twitter app.  Alot of folks when follow you just to add there numbers up. Then they will sneak and unfollow you in a week or two.  This app. keeps the playing field even."
"4810"	"1882"	"Rich Palmer"	"richpalmer"	""	"0"	"2010-01-27 16:34:25 UTC"	"This saved me a tremendous amount of time. I could quickly figure out which people simply were not participating on any level and remove them. I also cleared a few that I simply didn't have interest to follow anymore."
"4811"	"155"	"ISF Qld"	"BastetAsshurISF"	""	"0"	"2010-01-27 17:18:33 UTC"	"I use this and twitter karma. Twitter has deemed bulk unfollow against policy which is annoying. 

I'd really like an easy way to unfollow suspended accounts and info on when I began following & when people began following me would be good too. 

Otherwise, this is a great service that I use often. Thanx."
"4812"	"1882"	"supersteverino"	"supersteverino"	"5"	"0"	"2010-01-27 23:56:50 UTC"	"Totally cool and easy. Pretty darn straightforward. Highly recommended!"
"4813"	"170"	"Yifei Zhang"	"ezYZ"	"5"	"0"	"2010-01-28 14:35:29 UTC"	"UPDATE: Newest alpha release adds a more functional dashboard screen. (2/22/10)

For my antique e71, Gravity is the best Twitter client I've encountered. Sure, my phone doesn't have the screen real estate of an iPhone. But with Gravity's smooth UX and speedy updates, I hardly notice. Worth the $10. Leagues better than anything else for S60."
"4814"	"2277"	"Mike Champion"	"graysky"	"5"	"2"	"2010-01-28 14:37:25 UTC"	"For those who follow tons of people, this is great tool to filter up the best content. More and more I find interesting things to read via Twitter, so when I've been away from Twitter for a while, an app like this is handy to catch up. "
"4815"	"2277"	"Paul Geffen"	"PaulGeffen"	""	"0"	"2010-01-28 15:13:57 UTC"	"I follow about 400 people now, up from almost nothing a month ago, and I can't keep up.  I will try Cadmus based on your recommendation, Mike, and report back."
"4816"	"1224"	"judith johnson"	"johnsonjudith8"	""	"1"	"2010-01-28 18:33:20 UTC"	"I am a community college instructor and I find Screenr the easiest, fastest, high quality screen capture software I have ever used.  And it posts to Twitter, plus converts into relatively small MPEG4 files.What I would like to do now is put close-captioning within the videos. I am going to run a workshop on how to use it, but it is so simple they won't believe it. When I show the IT techies they were very impressed, plus it's free.
"
"4817"	"2277"	"Ryan Sarver"	"rsarver"	"5"	"3"	"2010-01-28 18:47:11 UTC"	"Great app to help you surface the most interesting stuff from your timeline. As Mike said, great for users who follow lots of people"
"4818"	"1882"	"Betsi Goutal"	"Eccentric_Betsi"	"5"	"0"	"2010-01-28 19:34:35 UTC"	"Possibly the ONLY follower-related tool I've used that I found useful. And I've tried a bunch!"
"4819"	"2342"	"preethi prabhu"	"preethiprabhu"	"4"	"1"	"2010-01-28 20:29:30 UTC"	"Good one. I used this site to get connected with a lot of people who have similar interests like mine. By just typing a keyword that is relevant. I am overwhelmed by the response that i have received and now i interact with people all over the world who iam able to relate to."
"4820"	"934"	"The Ivy Keep"	"ivykeep"	""	"1"	"2010-01-29 00:43:42 UTC"	"This came highly recommended to me and looks just like what the doctor ordered to get qualified leads!  "
"4821"	"2375"	"Big Bear"	"misterLJay"	"5"	"0"	"2010-01-29 01:03:35 UTC"	"Loving the app, best client to hit the crackberry."
"4822"	"1189"	"CT88"	"CT8888"	""	"-2"	"2010-01-29 02:49:46 UTC"	"Keeps saying my Twitter username can not be found !"
"4823"	"1383"	"Anupama Joshi"	"anupamajoshi"	"5"	"0"	"2010-01-29 09:56:37 UTC"	"Awesome App!! Have been using it for over a month now.. Just love the drop-down for latest tweets!  "
"4824"	"82"	"Anupama Joshi"	"anupamajoshi"	"5"	"0"	"2010-01-29 09:59:38 UTC"	"Simplest, yet most professional Twitter Manager. Love the 'assign' feature. Perfect for collaborative tweeting!!"
"4825"	"1882"	"Jane Milton "	"foodnetworking"	""	"0"	"2010-01-29 10:56:01 UTC"	"what a superb tool- saves you so much time and keeps up the quality of followers"
"4826"	"1882"	"Deborah Swain"	"DeborahSwain"	"5"	"0"	"2010-01-29 14:17:59 UTC"	"absolutely the easiest way of sorting through twitter followers i've found yet...excellent!"
"4828"	"1037"	"Salvador Stabler"	"salstabler"	"5"	"0"	"2010-01-29 15:09:24 UTC"	"I think the twtapps are great! They work well for helping business gather data and even market themselves through multiple social media channels. "
"4829"	"2396"	"Patrick"	"captbosh"	"5"	"0"	"2010-01-29 15:32:07 UTC"	"Friendstat.us is great!  It makes Twitter even better than before."
"4830"	"155"	"DAT BITCH"	"GOFOLLOWBUDDI"	""	"0"	"2010-01-29 16:09:29 UTC"	"THIS IS A VERY USEFUL APPLICATION, I REALLY ENJOY IT AND IT MAKES UNFOLLOWING PEOPLE EASIER. I TOLD ALL MY FRIENDS ABOUT IT AND THEY USE IT AS WELL."
"4831"	"2226"	"Jason Reast-Jones"	"jreast"	"5"	"1"	"2010-01-29 16:31:05 UTC"	"TagWalk is a great way to explore your own Twitter 'lifestyle' as well as walk the endless streams of topics and find relevant information. It's also a great way to track down experts in a given field. I wish Google's search results could pivot links, images, and speakers on topics this well."
"4832"	"2334"	"Corey Ellis"	"zzramesses"	"4"	"1"	"2010-01-29 18:13:37 UTC"	"I've just begun using birdherd. It is a great way to but a name with a face of an organization.  And I love that I can use whatever tweeting platform I would like"
"4833"	"2405"	"Laura Fitton"	"Pistachio"	""	"0"	"2010-01-29 20:17:15 UTC"	"The resulting picture is definitely ""not my brand"" but I guess that's the whole point. Cute app that lets you Twitpic your way into the Jersey Shore craze. In my case, the @jerzifyyourself people, um, Jerzifyied me in advance and sent an @pistachio. Personally I would have gone a teensy bit more orange, just for the ironic (I am brutally pale IRL) value. Not sure if this is a fan app or officially related to the film. "
"4834"	"1882"	"Katey Shaw"	"KateyShaw"	""	"0"	"2010-01-29 23:08:17 UTC"	"Wow what an amazing tool - I have tried others but this is the most comprehensive tool to declutter my tweet stream!"
"4835"	"2407"	"antilia.biz"	"antiliadotbiz"	""	"0"	"2010-01-30 03:00:39 UTC"	"TwitRadar let you search and explore Twitter geographically, specifying where to search, nearby or globally, and what to search by keywords.
TwitRadar has also native player support for YouTube videos, Blip.fm audio and TwitPic images."
"4836"	"2060"	"s ' L e Y  (^_*)v"	"sleydesu"	"4"	"0"	"2010-01-30 04:47:22 UTC"	"What I love about Seesmic for Blackberry is the Seesmic Support's crew, they really listened to my feedback and release a newer version for the BIS-B connection :)
I also like how it loads fast when I want to read my groups' list :)"
"4837"	"1110"	"s ' L e Y  (^_*)v"	"sleydesu"	"2"	"2"	"2010-01-30 05:32:13 UTC"	"At first, I kinda love it since it can sync to my MSN & YM.
but after used it for few hours, it's getting on my nerves, I registered an acct on yoono, and sync all my accounts (twitter, FB, MSN, YM, Gtalk), but when I signed out, and signed in again, the sync were disappeared, I have to re-added all of them again one by one
not forget to mention, sometimes it appeared INTERNAL ERROR, CONTACT SUPPORT.
well, where's the CONTACT button??????

I won't use it until yoono repairs the problems, thx."
"4838"	"924"	"Seif Sallam"	"SeifSallam"	"5"	"2"	"2010-01-30 08:50:12 UTC"	"its amazing, but the only thing i miss is the Google URL shortening option"
"4839"	"1882"	"Ginette Jones"	"Gardencomet"	"5"	"0"	"2010-01-30 15:24:05 UTC"	"Easy-to-use friendly little app.  It offers a selection of people to unfollow.  You click on any you want to save then click to unfollow the rest.  Easy"
"4840"	"2141"	"Emerge2 Digital"	"Emerge2"	"1"	"0"	"2010-01-30 18:43:10 UTC"	"From what I can tell, this service does *not* send an email to the recipient. Instead, it sends a tweet with a @mention of the person sending the grandtweet and a second @mention of the person who they are sending their so-called-email-which-is-actually-just-a-tweet to, along with a url-shortened link. The @grandtweet2 account seems to be the landing area for these ""grandtweets"" which are supposed to be email messages. Of course, if the recipient isn't monitoring for @mentions of themselves or doing searches for their twitter account name, then I don't see how they will ever see this email, er, tweet, about themselves. Maybe I'm incorrect, but that's what it looks like to me. There also isn't any info that I could find on their website to describe how the service works. It is a ""novel"" idea (especially for spammers I'd assume?). If it actually sends a real email using the email system to the recipient's email address, please feel free to let me know. Thanks."
"4843"	"1327"	"Useful Tools"	"usefultools"	"2"	"0"	"2010-01-30 22:25:44 UTC"	"This app used to be a great way to find people interesting people to follow and to gain followers who were likely to be interested in you. But it's always been buggy. And now it simply doesn't work-followers I add or delete in Tweetpromote remain unchanged in Twitter. It's been this way for the past 2 weeks at least. "
"4844"	"155"	"condiang narciso"	"alingcondiang"	"5"	"0"	"2010-01-31 01:34:52 UTC"	"It works! It actually works! Now, I don't have to do it manually. Thank you! "
"4845"	"155"	"Altinkum property"	"overseashomes"	""	"0"	"2010-01-31 14:32:11 UTC"	"I like this application. Interesting that all the people not following me back have not tweeted since 2009. "
"4846"	"1347"	"Leslie Poston"	"leslie"	"3"	"0"	"2010-01-31 15:39:53 UTC"	"Hmm iTweeVee may solve spoiler issue for TV +Twitter: only shows you what's on currently in your time zone. Interesting. Clunky web interface though."
"4847"	"1128"	"Shuba S."	"shuba_s"	"4"	"0"	"2010-01-31 20:13:27 UTC"	"Nice UI but wish there was a way to differentiate tweets I have read vs. unread. If there’s a way to do that and I am simply unaware, can someone please point me in the right direction? Thanks!"
"4848"	"155"	"Claudia O"	"Skunkt"	"5"	"0"	"2010-01-31 20:41:28 UTC"	"Great tool to manage a larger list. I can selectively remove all ppl who don't follow me back, and find those I forgot to follow, yet keep all my news sources and mainstream media types (who would not normally follow me back). THANKS!"
"4849"	"155"	"Hafsa"	"Hafuusa"	"5"	"0"	"2010-01-31 22:37:10 UTC"	"Amazing app, works just as it says it will. Have been trying to figure out for a while how to find out who i'm following and vice versa, and this app takes all the hard work out it :) Great app, recommend it to everyone!"
"4850"	"155"	"MariaNYC"	"MariaNYC"	"5"	"0"	"2010-02-01 04:24:43 UTC"	"When Tweepular went kaputz -- and I hope they do come back soon-- I needed to find a new follow management option. Social Oomph is cool. It does certain things I couldn't do in Tweepular. I like it. I'd continue using it, even after Tweepular comes back up. So far, I'm happy and it's shown to be reliable. I highly recommend it. "
"4851"	"2412"	"rizwanquerashi"	"rizwanquerashi"	"5"	"0"	"2010-02-01 05:02:26 UTC"	"Great application, if it increases even your one follower then it means it's useful "
"4852"	"155"	"planova ag"	"planovaCH"	""	"0"	"2010-02-01 07:28:09 UTC"	"Great app. But, I cannot see the newest followers that I follow and they do not follow me back. How is it possible?"
"4853"	"1882"	"Damian @ Brightstar "	"DamianOS3"	"5"	"-1"	"2010-02-01 10:04:33 UTC"	"Fantastic App! Does exactly what it says on the tin!"
"4854"	"1690"	"Sachin Agarwal"	"sachinag"	"5"	"0"	"2010-02-01 19:24:30 UTC"	"Wow, Echofon for Mac is truly excellent.  Supports both native retweets and commented retweets.  Supports official Twitter lists.  Easy to switch between multiple accounts.  And I was able to reduce both the font size and the avatar size so I could see more tweets at once on my screen without scrolling.  This is my new Mac desktop Twitter app - so long, Tweetie!"
"4855"	"155"	"Geronimo Lozada     "	"geronimolozada"	""	"0"	"2010-02-01 19:48:25 UTC"	"What an awesome and useful application is this! thanks for sharing it."
"4856"	"155"	"zc.zulfa"	"crazfa"	""	"0"	"2010-02-02 02:57:13 UTC"	"good place .till i know. .. who's following me.ehmm.."
"4857"	"155"	"Tobias"	"Tobi_as"	"5"	"0"	"2010-02-02 05:00:36 UTC"	"works and looks great, like if Twitter itself made it. Awesome 5/5."
"4858"	"2402"	"D Schwanenflugel"	"vikingswan"	"5"	"1"	"2010-02-02 11:01:29 UTC"	"Really great content- like a daily Economist but livelier - read every day!"
"4859"	"1947"	"Amit Mahajan"	"amitm68"	""	"1"	"2010-02-02 13:48:30 UTC"	"I LOVE this FANTASTIC app! It is simple, fast and effective. Most of all it is VERY USEFUL!"
"4860"	"1947"	"Paul"	"ptamaro"	"4"	"0"	"2010-02-02 14:08:23 UTC"	"Nice simple app from the fine folks at Tweet Spinner with nuggets of info to compare on up to three Twitter users regarding: friends, followers, overlap shared between them, and the number of days on users have been on Twitter. 

That said, the interface is raw and a little ""outdated"" -- it could use some CSS love, and some decent graphics -- although they do use some nice AJaX effects and Venn Diagrams!

I'm interested to see what they've got planned for version 2."
"4861"	"192"	"Sachin Agarwal"	"sachinag"	"5"	"-1"	"2010-02-02 14:59:57 UTC"	"Sure, it's a little shallow - but it's incredibly well designed. Very easy to browse through people, and it really is addictive to get hot votes for yourself - check me out at http://hottweeters.com/sachinag."
"4862"	"2415"	"Mark O'Callaghan"	"xfreemarko"	"5"	"1"	"2010-02-02 15:08:51 UTC"	"While this web app is still in its early days, it shows great promise an an aggregation tool that can be used to collect your plans from a variety of different services and make them available in one place which can allow you to have a single point of sharing of your social, family, or school life that your friends can subscribe to.
There are so many different potential uses of this from groups of friends planning on getting together for drinks, to college classmates planning all night study sessions, to mommy and me clubs having a tool to tell members where to meet (or where non-members should stay away from)."
"4863"	"2025"	"Florian Klien"	"flowolf"	"5"	"0"	"2010-02-02 17:34:37 UTC"	"great tool! very useful for my twitter research. the download option is great."
"4864"	"155"	"Jacee Scoular"	"Jacee_Scoular"	"4"	"0"	"2010-02-02 20:04:51 UTC"	"LOVE Friend or Follow... it is great to touch base with who is who - and who is following you, who is not, who you are not...etc.  It is hard to keep track of everyone just from your Bberry message that you have a new follower.  I just don't want to miss out on any good tweets!  Thank you Friend or Follow!"
"4865"	"580"	"theComplex Media"	"theComplexMedia"	"4"	"0"	"2010-02-02 20:07:51 UTC"	"My application of choice. I am just waiting for Tweetdeck and the new Retweet system to be fully integrated... as of now I cannot see who retweets me with that system."
"4866"	"155"	"theComplex Media"	"theComplexMedia"	"4"	"0"	"2010-02-02 20:10:43 UTC"	"Has definitely been the best tool to discover who may have followed you to get you to follow them. I also use it to check whoever I am no following and if I should be."
"4867"	"1065"	"theComplex Media"	"theComplexMedia"	"4"	"0"	"2010-02-02 20:11:31 UTC"	"Good application however the ads are extremely annoying."
"4868"	"1771"	"C.C. Chapman"	"cc_chapman"	"5"	"1"	"2010-02-02 21:07:52 UTC"	"I use this application almost every day and while I'm hoping that they add some of the key things that are missing such as Tips and photos, I love using it. Beautiful and fun all at the same time."
"4869"	"732"	"M. Edward Borasky"	"znmeb"	""	"3"	"2010-02-03 01:21:10 UTC"	"I've been a Twitalyzer user since it first appeared on the scene. The most compelling thing about Twitalyzer relative to all the other applications out there that ""score"" Twitter users is that Twitalyzer gives you detailed documentation on what all the metrics are, what they all mean, and how to improve your scores! If you're using Twitter as a business communication tool, you need to know this stuff.
"
"4870"	"1882"	"Barry Hurford"	"barryhurford"	"5"	"-1"	"2010-02-03 02:17:30 UTC"	"Very Jeffing Cool indeed! As a result of this I even decided to dump the BritishMonarchy! TwitterTreason!

Splendid bit of kit. If you use The Twit Cleaner please donate hard cash, because I was too mean to do so myself. :O)"
"4871"	"934"	"MICE Seoul"	"miceseoul"	"5"	"0"	"2010-02-03 02:17:57 UTC"	"The TwitHawk service is fantastic, it makes sending direct messages to targeted clients simple and easy!"
"4872"	"1882"	"Steven Durham"	"TamahomeJenkins"	"5"	"-1"	"2010-02-03 05:03:10 UTC"	"This tool is so much better than the other ones out there that only look at whether or not someone is following you. Out of the 100 that it suggested I unfollow, I only saved about 10, so I would say the service works."
"4873"	"934"	"Jordan"	"SmokeItSmart"	"5"	"0"	"2010-02-03 14:54:20 UTC"	"Works Great! Well targeted solutions for marketing on Twitter!"
"4874"	"2421"	"Shobeir"	"Shobeir"	"5"	"0"	"2010-02-03 19:21:52 UTC"	"Midomi iPhone App is faster than Shazam and SoundHound tweets a cool song I found so my friends could find out what it is."
"4875"	"2425"	"mytweetsports"	"mytweetsports"	"5"	"0"	"2010-02-03 19:40:01 UTC"	"Please come and share your #sb44 nfl picks!  It's fun.  Later down the week, the website will publish average predicted scores.  "
"4877"	"2236"	"mytweetsports"	"mytweetsports"	"5"	"0"	"2010-02-03 19:44:37 UTC"	"mytweetmark is a platform of technologies used for analytics, search term, bookmarking and blogging.  Recently mytweetsports and drspirit are built from the same code base.  It used grails as the underlying framework."
"4878"	"934"	"Bob Drechsel"	"Earning365"	""	"1"	"2010-02-03 21:11:45 UTC"	"This is one of the best ways I have found to automate my marketing to a focused group of prospects, It is definitely worth trying"
"4879"	"1070"	"Kathy Jacobs"	"callkathy"	"5"	"0"	"2010-02-03 22:55:59 UTC"	"I have been hitting my follower limit regularly. UnTweeps let me clear over 200 inactive users from my stream in one action. Like the interface and the ease of use. I recommend it!"
"4880"	"39"	"Artist / Designer "	"Rickbischoff"	""	"0"	"2010-02-03 23:01:45 UTC"	"...custom url ?? ...awesome !! 
bookmarklet ...easy !!
GET CREATIVE !!

"
"4881"	"816"	"Thad McDowell"	"ThadMcDowell"	"5"	"3"	"2010-02-03 23:25:07 UTC"	"Great Twitter app for the iPhone.  I have tried several other apps including Tweetie, Tweetie 2, TweetDeck, Twitterriffic, and Echofon.  I think that Twittelator Pro combines all of the top features from these apps making it the best of the bunch."
"4882"	"1771"	"Thad McDowell"	"ThadMcDowell"	"5"	"1"	"2010-02-03 23:30:10 UTC"	"This is a fun location based app for the iPhone.  I also use foursquare, but I think that Gowalla's iPhone app is much more polished and fun to use."
"4883"	"155"	"Death_Can't_Find_Me"	"Im_Immortal"	""	"0"	"2010-02-04 02:22:48 UTC"	"I really don't find it any easier then it is to look at it on your home page."
"4884"	"901"	"Christopher Finke"	"cfinke"	"5"	"1"	"2010-02-04 03:43:30 UTC"	"@Huluvu424242: You can just type your text in the address bar before the URL.  Treat the URL bar the same as the textbox on twitter.com."
"4885"	"155"	"Nicole DuMers"	"NikkiD66"	"5"	"0"	"2010-02-04 06:57:47 UTC"	"I love this site/application.  You just saved me so much time.  I appreciate it and will be back!"
"4886"	"934"	"Angela Russell"	"STATEFARMSUCKS"	"5"	"1"	"2010-02-04 07:20:36 UTC"	"I am a repeat user of Twithawk.  Just set the search, & sit back & relax!  Twithawk delivers your targeted news & tweets!  "
"4887"	"155"	"Craig Catapano"	"CraigCatapano"	"5"	"0"	"2010-02-04 11:02:01 UTC"	"Great Twitter App. Easy to use, get in, and get out. I recommend it to find out your follower/Unfollowers ratio real fast!  

You can Follow me at www.twitter.com/CraigCatapano

Whats your favorite twitter app? DM me"
"4888"	"155"	"Dela De Youngster"	"deYoungster"	"5"	"0"	"2010-02-04 11:30:13 UTC"	"Great great app. I love the home page design but i think they can do better with the remaining pages.
Seriously though, i really needed such an application. Keep up the good work"
"4889"	"46"	"thirteen23"	"thirteen23"	"5"	"0"	"2010-02-04 16:15:29 UTC"	"Thanks for all the kind words!  Stay tuned for v2.  More platforms.  More features.  More fun.

We'll be launching the new beta at blu.is!  Follow us @thirteen23, @bluapp, and @bluappbeta!"
"4890"	"1572"	"David Ducharme"	"charrion"	"4"	"0"	"2010-02-04 16:48:15 UTC"	"Great desktop twitter app.  All your twitter info and then some in one place and very easy to read.  Also, the dev listens to your suggestions.  

"
"4891"	"682"	"Ramona Schaffroth"	"tissotweet"	""	"0"	"2010-02-04 19:19:37 UTC"	"Adam,  Thank you so much for inventing twibes. Your awesome. I hope that this does become successful and you prosper! God Bless!  Mona"
"4892"	"924"	"Ramona Schaffroth"	"tissotweet"	""	"2"	"2010-02-04 19:59:18 UTC"	"I just put RSS Feed on my site! How silly am I. I had to read someone's blog to figure out what it is! Ok I'm a newbie. I am not even sure I have my tissotweet.com site set up right! Gosh It's hard knowing all these codes!  I should have just sign-up for the secret service...lol...God Bless! Mona"
"4893"	"155"	"•[Air]•"	"EseMano"	"5"	"0"	"2010-02-04 23:48:15 UTC"	"Awesome Way to find out who aint following you.. i love this..."
"4894"	"155"	"Cynthia White"	"quinceandquilt"	"5"	"0"	"2010-02-05 04:13:02 UTC"	"Application works great and fast.  Finally found an app that works like it's supposed to."
"4895"	"615"	"Anthony Galeano"	"flashpreviews"	"5"	"0"	"2010-02-05 05:26:27 UTC"	"Great app people I highly recomended. I not only use it by I really have enjoy this app."
"4896"	"2309"	"Anthony Galeano"	"flashpreviews"	"5"	"-2"	"2010-02-05 05:28:43 UTC"	"I like this application is really an useful tool for people who are trying to grow their accounts and know what is going on."
"4897"	"531"	"Peggy Dolane"	"PeggyDolane"	"5"	"0"	"2010-02-05 05:38:23 UTC"	"Deep keyword search possibilities.  Good way to slice what people are talking about."
"4898"	"788"	"Dave Mora"	"DaveMora"	"5"	"1"	"2010-02-05 05:39:31 UTC"	"I have use @twitpic from what feels like from the beginning. Although other ones may have more features and paid to be the default picture sharing site in some Twitter Apps. 

Twitpic is always reliable and their is a reason many people make Twitpic the default. 

Plus, the creator is a nice guy. 

#my2cents "
"4899"	"1882"	"Anthony Galeano"	"flashpreviews"	"5"	"-1"	"2010-02-05 05:39:41 UTC"	"cool app I used it and is a very useful tool. Again if you are a really serious user you must get this app."
"4900"	"1821"	"Dave Mora"	"DaveMora"	"5"	"0"	"2010-02-05 05:40:32 UTC"	"I use it, I love it, and I use it some more. : ) Since I have to use 50 characters have I mention that I love it some more? "
"4901"	"53"	"Dave Mora"	"DaveMora"	"5"	"1"	"2010-02-05 05:41:49 UTC"	"One app. Tags my location and shares it with Twitter and Facebook. #Awesome I tell you. Just awesome. "
"4902"	"842"	"Peggy Dolane"	"PeggyDolane"	"4"	"0"	"2010-02-05 05:42:20 UTC"	"Fun to play with, but basically a marketing tool for HubSpot."
"4903"	"155"	"Peggy Dolane"	"PeggyDolane"	"5"	"0"	"2010-02-05 05:43:26 UTC"	"clean, quick, reliable.  Easy to use.  and I need to have at least 50 characters for my review... blah blah blah.  :)"
"4904"	"580"	"Peggy Dolane"	"PeggyDolane"	"5"	"0"	"2010-02-05 05:46:29 UTC"	"This app revolutionized twitter as much as summize by allowing people to follow tons of folks and listen to only a few.  couldn't live without it.  "
"4905"	"2422"	"Anthony Galeano"	"flashpreviews"	"5"	"0"	"2010-02-05 05:47:10 UTC"	"This app is awesome, the only problem is if your wife doesn't know you have that extra saving and you are now spending it, and not on her. lol :))"
"4906"	"848"	"Peggy Dolane"	"PeggyDolane"	"4"	"0"	"2010-02-05 05:48:34 UTC"	"Does what it's supposed to, though it does sometimes take ages to load.  Don't love what it did to twitter culture by allowing people to be able mass follow then prune folks en masse.  a necessary evil."
"4907"	"2134"	"Anıl Anar"	"anilanar"	"5"	"0"	"2010-02-05 16:09:47 UTC"	"Çevirimdışıyken gönderilenleri okuyabilmek güzel ayrıca sayfa tasarımı ve kullanılabilirliği açısından da 5 yıldızı tam anlamıyla hak ediyor. :)"
"4908"	"155"	"Mario Román"	"slapneck"	"5"	"0"	"2010-02-05 17:03:15 UTC"	"love it!  I can get rid of spammers and those followers/followed ratio pyrates who are so disgusting. Thanks!"
"4910"	"155"	"greg mckenzie"	"PinkTreeMediaCo"	""	"0"	"2010-02-05 18:52:15 UTC"	"great little app...showed me what i wanted to know !"
"4911"	"615"	"Tyson Goodridge"	"goodridge"	"4"	"1"	"2010-02-05 19:56:09 UTC"	"I use the Tweetmeme plugin for my Wordpress blog and it's a another terrific resource to spread your (or other's) content online. Simply install the plugin on your site, and every post will have the ""tweetmeme""
app sitting on the top of your blog post for other Twitterers to pass along content on Twitter. Interested in the post popular items of the day? Just head to Tweetmeme.com and you'll hear the latest and greatest..
Tyson (@goodridge)"
"4912"	"151"	"Tyson Goodridge"	"goodridge"	"4"	"0"	"2010-02-05 20:02:42 UTC"	"Why is everyone talking about Four Square? Well, combine your mobile phone with a Twitter-like app, and you are able to ""check-in"" at destinations nationwide. For retailers, this is a huge win. If you regularly check-in at say, Starbucks, they might be able to reward you with a free cup of coffee. Or those frequent travelers on the road, check in at an airport, and you just might notice a friend/business colleague who also happens to be 2 gates down.  One downfall- need to have better coverage in smaller towns- will make it easier for newbies to understand the value.... And Starbucks, or Apple, or Dunkin, listen up- this could be a terrific way to engage with your most passionate customers"
"4913"	"580"	"Tyson Goodridge"	"goodridge"	"5"	"0"	"2010-02-05 20:06:16 UTC"	"In my opinion, the best desktop application for Twitter. Take some time to get used to Twitter.com first, then when ready in a week/month or so, move on over to Tweetdeck. Helps you cut through the clutter, filter the noise, and be MUCH more efficient with your time."
"4914"	"646"	"Tyson Goodridge"	"goodridge"	"3"	"0"	"2010-02-05 20:13:12 UTC"	"For the individual user who uses Twitter for personal use, this is a terrific application for the vain personality. If you're really ""in"" to reading YOUR stats- it's great. But why? It's a much better tool for the COMPANY Twitter handle so you analyze what your firm is saying, when your saying it, and how you're saying it, so you can begin to measure results, and act on them"
"4915"	"1224"	"Murray Kenneth"	"MurrayKenneth"	"3"	"-1"	"2010-02-05 20:45:03 UTC"	"Screenr is a great application but I wish it could record system audio too."
"4916"	"1062"	"Sachin Agarwal"	"sachinag"	"5"	"0"	"2010-02-05 21:47:25 UTC"	"I had a dumb phone for the last few months, and it was great to be able to shoot off quick messages to Twitter by just texting 40404.  It's easy to remember, and a great way to broadcast something funny or important."
"4917"	"39"	"Roy Rodenstein"	"royrod"	""	"0"	"2010-02-05 23:21:31 UTC"	"Bit.ly is nice and fast, but they should let you add a custom URL upfront, so you don't have to submit twice."
"4918"	"1882"	"Justin Freid"	"JustinFreid"	"4"	"-1"	"2010-02-06 02:05:49 UTC"	"Picking out spammers and robots might be the best function of this app- the dashboard that displays potential people to unfollow should be cleaned (ha!) up, but I think its' currently the best way to manage a large group of followers."
"4919"	"2060"	"Murray Kenneth"	"MurrayKenneth"	"4"	"0"	"2010-02-06 08:44:06 UTC"	"Installed like a dream - & so much better than Tweetberry"
"4920"	"604"	"Alien Mindbender"	"SGEMO"	"1"	"3"	"2010-02-06 10:33:50 UTC"	"Used to be the best Twitter client for Mac in the past. No updates since months. Development seems to be discontinued. Missing major native features of twitter e.g. retweet. Don't invest your money! Complete waste of money."
"4921"	"1690"	"Alien Mindbender"	"SGEMO"	"5"	"0"	"2010-02-06 10:38:34 UTC"	"Rising star. Replaced Tweetie on my Mac. Supports new retweet feature, list management and Magic Mouse. Excellent client. "
"4922"	"433"	"Meat In The Sky"	"meatinthesky"	"3"	"0"	"2010-02-06 14:16:38 UTC"	"It works fine, but it doesn't seem to let you see tweets over an hour old on the Pre. I applaud the open source heritage, though."
"4923"	"207"	"Paul Wijmenga"	"Orientix"	"4"	"1"	"2010-02-06 15:20:01 UTC"	"After ""testing"" so many twitter clients Itweet is still my favorite web based twitter program on the pc. It doesn't have all the bells and whistles others might have which are mostly adobe air based, and need a steep learning curve. But if you do not need those, and/or you are not using twitter like a marketing machine, then Itweet is a great tool. Also on Iphone it works good.
I tried so many others, and still do, but I always come back to Itweet. "
"4924"	"2400"	"Orane Williams "	"enaro_nier"	"5"	"-1"	"2010-02-06 21:22:13 UTC"	"TwitGotBack is tha best !!!!!!!!!!!!!!!!!!!!!!!!!!!!!! :)"
"4925"	"2400"	"Shawna"	"shawnarochelle"	"5"	"1"	"2010-02-06 22:41:43 UTC"	"No better place to get creative, beautiful and up-to-date Twitter backgrounds! I love this website and I love @heathercapri and @wittytwit! The one click feature is amazing too! "
"4926"	"2400"	"Zachariah Kral"	"ZachariahKral"	"5"	"3"	"2010-02-06 23:57:44 UTC"	"@tweetygotback offers beautiful, professionally designed twitter themes that even my mother could apply (one click??). 140 characters can be limiting; show your full personality with a theme that matches! This could cause you to willfully leave facebook and their boring unchangeable 'blue' theme once and for all.... don't say I didn't warn you."
"4927"	"155"	"Club E Office"	"ClubEOffice"	"5"	"0"	"2010-02-07 00:01:02 UTC"	"This is awesome. Now I know who doesn't return the follow and can follow people who return the favor."
"4928"	"155"	"Assaf Barnir"	"assafbar"	""	"0"	"2010-02-07 01:01:21 UTC"	"Who knew! This is such an important tool for anything that is 'social' in the web. I got to oneforty looking for such a service - voila!"
"4929"	"2400"	"Ryan Behner"	"rbehner"	"5"	"1"	"2010-02-07 02:21:23 UTC"	"so easy, so beautiful, so awesome. always amazing work from @heathercapri and @wittytwit "
